aircraft tail number,flight number,source airport,destination airport,departure time,arrival time,number of passengers
N00037,1482,Phoenix Sky Harbor International Airport,San Francisco International Airport,5850,6006,46
N00037,1529,San Francisco International Airport,Harry Reid International Airport,6032,6160,22
N00037,1575,Harry Reid International Airport,San Diego International Airport,6186,6289,10
N00037,1611,San Diego International Airport,Dallas/Fort Worth International Airport,6315,6537,34
N00037,1678,Dallas/Fort Worth International Airport,Logan International Airport,6573,6849,41
N00037,1741,Logan International Airport,Dallas/Fort Worth International Airport,6875,7147,78
N00037,1798,Dallas/Fort Worth International Airport,Charlotte Douglas International Airport,7183,7376,28
N00037,1843,Charlotte Douglas International Airport,Detroit Metropolitan Airport,7402,7540,16
N00037,1881,Detroit Metropolitan Airport,Charlotte Douglas International Airport,7566,7705,16
N00037,1917,Charlotte Douglas International Airport,Tampa International Airport,7731,7870,12
N00037,1956,Tampa International Airport,Newark Liberty International Airport,7896,8095,42
N00037,1991,Newark Liberty International Airport,Minneapolis-Saint Paul International Airport,8131,8329,34
N00037,2031,Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,8355,8545,30
N00038,38,Denver International Airport,San Francisco International Airport,35,230,70
N00038,82,San Francisco International Airport,Denver International Airport,256,453,70
N00038,134,Denver International Airport,John F. Kennedy International Airport,489,772,65
N00038,198,John F. Kennedy International Airport,Logan International Airport,798,886,115
N00038,222,Logan International Airport,O'Hare International Airport,912,1096,135
N00038,272,O'Hare International Airport,San Diego International Airport,1132,1423,110
N00038,346,San Diego International Airport,Phoenix Sky Harbor International Airport,1449,1558,55
N00038,385,Phoenix Sky Harbor International Airport,Denver International Airport,1584,1737,40
N00038,427,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,1773,2000,48
N00038,488,Hartsfield-Jackson Atlanta International Airport,Newark Liberty International Airport,2026,2196,112
N00038,535,Newark Liberty International Airport,Dallas/Fort Worth International Airport,2222,2465,135
N00038,603,Dallas/Fort Worth International Airport,John F. Kennedy International Airport,2501,2749,135
N00038,680,John F. Kennedy International Airport,Detroit Metropolitan Airport,2775,2914,100
N00038,717,Detroit Metropolitan Airport,LaGuardia Airport,2940,3079,60
N00038,760,LaGuardia Airport,Hartsfield-Jackson Atlanta International Airport,3105,3276,84
N00038,816,Hartsfield-Jackson Atlanta International Airport,John F. Kennedy International Airport,3312,3484,84
N00038,865,John F. Kennedy International Airport,Los Angeles International Airport,3510,3885,135
N00038,971,Los Angeles International Airport,Phoenix Sky Harbor International Airport,3921,4044,104
N00038,1011,Phoenix Sky Harbor International Airport,Los Angeles International Airport,4070,4193,100
N00038,1049,Los Angeles International Airport,Tampa International Airport,4219,4566,10
N00038,1142,Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,4592,4721,26
N00038,1186,Hartsfield-Jackson Atlanta International Airport,Baltimore/Washington International Airport,4757,4907,36
N00038,1240,Baltimore/Washington International Airport,Hartsfield-Jackson Atlanta International Airport,4933,5082,36
N00038,1285,Hartsfield-Jackson Atlanta International Airport,Austin-Bergstrom International Airport,5108,5285,40
N00038,1342,Austin-Bergstrom International Airport,O'Hare International Airport,5311,5510,64
N00038,1398,O'Hare International Airport,Fort Lauderdale-Hollywood International Airport,5546,5770,42
N00038,1467,Fort Lauderdale-Hollywood International Airport,Tampa International Airport,5796,5885,14
N00038,1498,Tampa International Airport,Miami International Airport,5911,6008,14
N00038,1531,Miami International Airport,Dallas/Fort Worth International Airport,6034,6248,64
N00038,1598,Dallas/Fort Worth International Airport,Detroit Metropolitan Airport,6284,6483,46
N00038,1658,Detroit Metropolitan Airport,George Bush Intercontinental Airport,6509,6715,63
N00038,1714,George Bush Intercontinental Airport,John F. Kennedy International Airport,6751,7001,66
N00038,1773,John F. Kennedy International Airport,Minneapolis-Saint Paul International Airport,7027,7227,68
N00038,1820,Minneapolis-Saint Paul International Airport,George Bush Intercontinental Airport,7263,7465,36
N00038,1872,George Bush Intercontinental Airport,Detroit Metropolitan Airport,7491,7699,42
N00038,1915,Detroit Metropolitan Airport,Nashville International Airport,7725,7858,12
N00038,1952,Nashville International Airport,Washington Dulles International Airport,7884,8028,6
N00038,1978,Washington Dulles International Airport,Los Angeles International Airport,8064,8418,104
N00038,2043,Los Angeles International Airport,Washington Dulles International Airport,8454,8817,135
N00038,2106,Washington Dulles International Airport,Orlando International Airport,8843,9012,8
N00038,2134,Orlando International Airport,Dallas/Fort Worth International Airport,9048,9245,28
N00038,2165,Dallas/Fort Worth International Airport,Washington Dulles International Airport,9271,9493,22
N00038,2201,Washington Dulles International Airport,Tampa International Airport,9519,9694,12
N00038,2227,Tampa International Airport,Phoenix Sky Harbor International Airport,9730,10026,50
N00038,2262,Phoenix Sky Harbor International Airport,Logan International Airport,10062,10426,80
N00038,2303,Logan International Airport,Fort Lauderdale-Hollywood International Airport,10462,10687,50
N00038,2327,Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,10713,10926,32
N00038,2350,Dallas/Fort Worth International Airport,Ronald Reagan Washington National Airport,10962,11186,22
N00038,2371,Ronald Reagan Washington National Airport,Minneapolis-Saint Paul International Airport,11212,11401,15
N00038,2393,Minneapolis-Saint Paul International Airport,Fort Lauderdale-Hollywood International Airport,11437,11702,40
N00038,2417,Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,11728,11936,28
N00038,2432,John F. Kennedy International Airport,Nashville International Airport,11962,12132,20
N00038,2447,Nashville International Airport,Fort Lauderdale-Hollywood International Airport,12168,12342,8
N00038,2460,Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,12368,12555,12
N00038,2471,Washington Dulles International Airport,Miami International Airport,12581,12769,12
N00038,2483,Miami International Airport,LaGuardia Airport,12805,13016,28
N00038,2495,LaGuardia Airport,Seattle-Tacoma International Airport,13052,13420,54
N00038,2513,Seattle-Tacoma International Airport,LaGuardia Airport,13456,13834,72
N00038,2536,LaGuardia Airport,Harry Reid International Airport,13870,14218,50
N00038,2553,Harry Reid International Airport,Minneapolis-Saint Paul International Airport,14254,14489,12
N00038,2562,Minneapolis-Saint Paul International Airport,Salt Lake City International Airport,14515,14711,6
N00038,2573,Salt Lake City International Airport,Austin-Bergstrom International Airport,14737,null,4
N00039,39,O'Hare International Airport,George Bush Intercontinental Airport,35,226,135
N00039,80,George Bush Intercontinental Airport,Los Angeles International Airport,252,494,45
N00039,147,Los Angeles International Airport,Philadelphia International Airport,530,907,135
N00039,231,Philadelphia International Airport,Dallas/Fort Worth International Airport,943,1178,30
N00039,287,Dallas/Fort Worth International Airport,Seattle-Tacoma International Airport,1204,1487,105
N00039,366,Seattle-Tacoma International Airport,Denver International Airport,1523,1727,32
N00039,425,Denver International Airport,San Diego International Airport,1753,1935,24
N00039,472,San Diego International Airport,San Francisco International Airport,1961,2093,64
N00039,508,San Francisco International Airport,Phoenix Sky Harbor International Airport,2119,2276,120
N00039,557,Phoenix Sky Harbor International Airport,George Bush Intercontinental Airport,2312,2512,115
N00039,617,George Bush Intercontinental Airport,Philadelphia International Airport,2538,2776,135
N00039,687,Philadelphia International Airport,Los Angeles International Airport,2812,3179,115
N00039,786,Los Angeles International Airport,LaGuardia Airport,3215,3600,6
N00039,893,LaGuardia Airport,Washington Dulles International Airport,3626,3725,40
N00039,930,Washington Dulles International Airport,John F. Kennedy International Airport,3751,3850,27
N00039,959,John F. Kennedy International Airport,Dallas/Fort Worth International Airport,3886,4131,105
N00039,1035,Dallas/Fort Worth International Airport,Orlando International Airport,4157,4356,56
N00039,1091,Orlando International Airport,Fort Lauderdale-Hollywood International Airport,4382,4469,18
N00039,1117,Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,4505,4865,114
N00039,1227,Los Angeles International Airport,Harry Reid International Airport,4891,4992,93
N00039,1258,Harry Reid International Airport,Denver International Airport,5018,5174,8
N00039,1309,Denver International Airport,Harry Reid International Airport,5210,5365,8
N00039,1367,Harry Reid International Airport,San Francisco International Airport,5391,5519,33
N00039,1405,San Francisco International Airport,John F. Kennedy International Airport,5555,5954,132
N00039,1519,John F. Kennedy International Airport,Washington Dulles International Airport,5980,6079,20
N00039,1558,Washington Dulles International Airport,Detroit Metropolitan Airport,6105,6229,12
N00039,1593,Detroit Metropolitan Airport,Washington Dulles International Airport,6265,6390,12
N00039,1635,Washington Dulles International Airport,Nashville International Airport,6416,6594,12
N00039,1686,Nashville International Airport,George Bush Intercontinental Airport,6620,6777,20
N00039,1731,George Bush Intercontinental Airport,Denver International Airport,6803,6986,30
N00039,1770,Denver International Airport,Orlando International Airport,7022,7296,15
N00039,1831,Orlando International Airport,Charlotte Douglas International Airport,7322,7458,10
N00039,1867,Charlotte Douglas International Airport,Orlando International Airport,7484,7619,10
N00039,1898,Orlando International Airport,O'Hare International Airport,7655,7856,34
N00039,1951,O'Hare International Airport,Salt Lake City International Airport,7882,8111,16
N00039,1995,Salt Lake City International Airport,Dallas/Fort Worth International Airport,8137,8337,18
N00039,2074,Dallas/Fort Worth International Airport,Harry Reid International Airport,8675,8881,24
N00039,2113,Harry Reid International Airport,Seattle-Tacoma International Airport,8907,9089,12
N00039,2142,Seattle-Tacoma International Airport,George Bush Intercontinental Airport,9125,9437,57
N00039,2193,George Bush Intercontinental Airport,Orlando International Airport,9463,9644,26
N00039,2219,Orlando International Airport,John F. Kennedy International Airport,9680,9873,24
N00039,2242,John F. Kennedy International Airport,Seattle-Tacoma International Airport,9899,10268,90
N00039,2283,Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,10304,10656,68
N00040,40,Hartsfield-Jackson Atlanta International Airport,George Bush Intercontinental Airport,35,198,135
